name,released,genres,platforms,rating,metacritic,ratings_count
Dead Cells: Return to Castlevania,2023-03-06,Adventure,"PC, Xbox One, PlayStation 4, Nintendo Switch",4.0,,10
Star Trek: Resurgence,2023-04-30,"Adventure, Action","PC, PlayStation 5, PlayStation 4, Xbox Series S/X",4.0,,10
The Dark Crystal: Age of Resistance Tactics,2020-02-04,"Strategy, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",2.83,61.0,5
Actraiser Renaissance,2021-09-23,"Strategy, Action, RPG, Simulation","PC, PlayStation 4, Nintendo Switch, iOS",0.0,,4
Dr Kawashima's Brain Training for Nintendo Switch,2020-01-03,Puzzle,Nintendo Switch,3.57,,14
MotoGP 21,2021-04-22,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.12,,8
The Last Clockwinder,2022-06-02,"Indie, Adventure, Simulation","PC, PlayStation 5",4.25,,8
Re:ZERO -Starting Life in Another World- The Prophecy of the Throne,2021-01-29,"Strategy, Adventure","PC, PlayStation 4, Nintendo Switch",0.0,72.0,1
Concept Destruction,2020-05-19,"Racing, Indie, Action, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch",3.29,,7
Nocturnal,2023-06-07,"Adventure, Action, RPG, Strategy, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch",4.0,,5
Friday Night Funkin' Character Test Playground Remake,2021-05-14,RPG,"PC, PlayStation 5, Android, macOS, Linux, Web",3.45,,20
A Highland Song,2023-12-05,"Indie, Platformer, Adventure","PC, Nintendo Switch, macOS",0.0,,4
Castle on the Coast,2021-12-01,"Indie, Adventure, Action","PC, Nintendo Switch, macOS",0.0,,2
Fate/Samurai Remnant,2023-09-28,"Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,4
Atari 50: The Anniversary Celebration,2022-11-10,"Casual, Action","PC, Nintendo Switch",0.0,,2
Cyanide & Happiness - Freakpocalypse Part 1: Hall Pass To Hell,2021-03-11,"Casual, Indie, Adventure, Puzzle","PC, Nintendo Switch, macOS, Linux",0.0,62.0,1
Unspottable,2021-01-21,"Casual, Strategy, Indie","PC, Xbox One, Nintendo Switch, Linux",0.0,70.0,2
Turnip Boy Robs a Bank,2023-01-18,"Indie, Shooter, Adventure, Action","PC, Xbox One, Nintendo Switch",4.0,,13
Bus Simulator 21 Next Stop,2021-09-06,Simulation,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,1
Weaving Tides,2021-05-31,"Indie, Adventure, Action","PC, Nintendo Switch, macOS",0.0,,5
Aeon Drive,2021-09-30,"Platformer, Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,74.0,4
We Are OFK,2022-08-18,"Indie, Adventure","PC, PlayStation 5, PlayStation 4, Nintendo Switch, macOS",0.0,,5
Sailing Era,2023-01-11,"Strategy, Adventure, RPG, Simulation","PC, PlayStation 5, PlayStation 4, Nintendo Switch",2.83,,6
Six Days in Fallujah,2023-06-22,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,4
Hindsight,2022-08-04,"Casual, Indie, Adventure, Puzzle","PC, Nintendo Switch, iOS, Android, macOS",0.0,,3
Wayward Strand,2022-09-15,"Indie, Adventure, RPG, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,79.0,1
Trash Sailors Demo,2021-08-18,Adventure,"PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,1
Destiny 2: Lightfall,2023-02-28,Massively Multiplayer,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.6,,9
In Rays of the Light,2020-06-04,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,4
Rise Eterna,2021-06-08,"Indie, Strategy, Adventure, RPG","PC, Xbox One, Nintendo Switch",0.0,,0
Hammerwatch II,2023-08-15,"Indie, Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.38,,8
Star Ocean: The Divine Force,2022-10-27,RPG,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,5
Goodbye World,2022-11-16,"Indie, Adventure","PC, Nintendo Switch",0.0,,4
Toree 2,2021-09-30,"Casual, Indie, Action","PC, Nintendo Switch",4.0,,12
TroubleDays,2020-02-12,"Indie, Adventure","PC, Nintendo Switch",0.0,,1
Saint Kotar,2021-10-28,"Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",2.33,,6
Madden NFL 23,2022-08-16,"Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,3
Forza Horizon 5: Hot Wheels,2022-07-19,Racing,"PC, Xbox One, Xbox Series S/X",4.0,,10
MX vs ATV Legends,2022-06-28,"Racing, Sports","PC, PlayStation 4, Xbox Series S/X",0.0,,3
Warborn,2020-06-12,"Strategy, Indie, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",0.0,,1
Braid Anniversary Edition,2021-12-31,"Platformer, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",2.6,,10
Slaycation Paradise,2022-08-18,"Shooter, Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,1
MotoGP 22,2022-04-21,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,3
The Last Oricru,2022-10-13,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X",2.3,,10
Blaster Master Zero 3,2021-07-29,"Indie, Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
Lego Brawls,2022-09-02,"Casual, Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS",0.0,56.0,2
BE-A Walker,2020-02-28,"Indie, Adventure, Action","PC, Nintendo Switch, iOS",0.0,,3
Dread Nautical,2020-04-29,"Strategy, Indie, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",3.43,,7
Sonority,2022-05-25,"Indie, Adventure","PC, Nintendo Switch, macOS, Linux",0.0,,4
Doctor Who: The Edge of Reality,2021-09-30,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,3
Blizzard Arcade Collection,2021-02-19,"Racing, Platformer, Arcade, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.25,,8
Milo's Quest,2020-01-28,"Indie, Adventure, Action","PC, Nintendo Switch, PS Vita",0.0,,2
Brigandine: The Legend of Runersia,2020-06-25,"Strategy, RPG","PC, PlayStation 4, Nintendo Switch",0.0,73.0,3
Arkanoid: Eternal Battle,2022-10-27,"Indie, Massively Multiplayer, Action","PC, PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,1
MXGP 2020 - The Official Motocross Videogame,2020-12-16,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,70.0,5
Lumberhill,2021-06-13,"Casual, Indie","PC, Nintendo Switch",0.0,,2
MY LITTLE PONY: A Maretime Bay Adventure,2022-05-27,Adventure,"PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.33,,6
TOKOYO: The Tower of Perpetuity,2022-06-02,"Indie, Action","PC, Nintendo Switch",0.0,,2
Front Mission 1st Remake,2022-11-30,"Strategy, RPG","PC, Nintendo Switch",3.17,,4
Rise of the Third Power,2022-10-02,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",0.0,78.0,4
Master Detective Archives: RAIN CODE,2023-06-01,RPG,Nintendo Switch,3.88,,8
Lumione,2021-10-12,"Adventure, Action, RPG, Indie, Platformer","PC, Nintendo Switch",0.0,,5
Catlateral Damage: Remeowstered,2021-09-15,"Adventure, Action, Casual, Simulation, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Agent Intercept,2022-03-30,"Racing, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS",3.88,75.0,8
Ten Dates,2023-02-13,Adventure,"PC, Nintendo Switch, macOS",2.56,,7
Vernal Edge,2023-03-14,"Platformer, Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch",0.0,,4
The Casebook of Arkady Smith,2020-03-31,"Indie, Adventure","PC, PlayStation 4, Nintendo Switch",0.0,,3
Gigantosaurus The Game,2020-03-26,"Racing, Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
Rise of the Triad: Ludicrous Edition,2023-07-31,"Shooter, Action","PC, Nintendo Switch",0.0,,5
Monster Energy Supercross - The Official Videogame 3,2020-02-04,"Racing, Arcade, Simulation, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,1
How to Say Goodbye,2022-11-02,"Casual, Indie, Adventure, Puzzle","PC, Nintendo Switch, iOS, macOS",0.0,,1
The Last Friend,2021-09-30,"Strategy, Indie","PC, Nintendo Switch",0.0,86.0,1
Mega Man Battle Network Legacy Collection Vol. 2,2023-04-13,"Action, RPG","PC, PlayStation 4, Nintendo Switch",0.0,,1
SeaBed,2020-03-19,"Casual, Indie, Adventure","PC, Nintendo Switch",0.0,,2
Fly Punch Boom!,2020-05-28,"Indie, Action","PC, Nintendo Switch",0.0,,0
Nickelodeon Kart Racers 3: Slime Speedway,2022-10-14,Racing,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Mario Maker 2,2020-05-25,"Platformer, Action","PC, Nintendo Switch",4.33,,15
Piczle Cross Adventure,2020-04-16,"Adventure, Action, Casual, Simulation, Indie","PC, Nintendo Switch",0.0,,2
Voice of Cards: The Forsaken Maiden,2022-02-17,"Strategy, RPG","PC, PlayStation 4, Nintendo Switch",0.0,,4
Miitopia,2021-05-21,"Adventure, RPG",Nintendo Switch,3.71,69.0,7
Treachery in Beatdown City,2020-03-31,"Action, RPG, Fighting, Strategy, Indie","PC, Nintendo Switch, macOS",0.0,,0
PAC-MAN 99,2021-04-07,Arcade,Nintendo Switch,3.56,,15
Little Noah: Scion of Paradise,2022-06-28,"Casual, Platformer, Action, RPG","PC, PlayStation 4, Nintendo Switch",0.0,,3
Oxide Room 104,2022-06-15,"Indie, Adventure, Action","PC, PlayStation 5, PlayStation 4, Nintendo Switch",3.0,,8
Selfloss,2020-12-09,"Indie, Adventure, RPG","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch, macOS",0.0,,4
Spartan Fist,2020-02-28,"Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,0
Clouzy!,2020-05-26,"Indie, Adventure, Simulation","PC, Nintendo Switch",0.0,,1
Andro Dunos II,2022-03-25,"Shooter, Arcade","PC, Nintendo Switch",0.0,,1
Buried Stars,2020-07-30,"Casual, Adventure","PC, PlayStation 4, Nintendo Switch, PS Vita",0.0,83.0,4
Mia and the Dragon Princess,2023-05-03,"Adventure, Action","PC, Nintendo Switch, macOS",0.0,,2
Missile Command: Recharged,2020-03-25,"Casual, Action","PC, Nintendo Switch, iOS, macOS, Linux",0.0,,0
Jump Rope Challenge,2020-06-15,"Casual, Family, Sports",Nintendo Switch,3.78,,9
Rogue Heroes: Ruins of Tasos,2021-02-23,"Action, RPG","PC, Nintendo Switch",3.62,,7
SD GUNDAM BATTLE ALLIANCE,2022-08-25,"Action, RPG, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,3
Mega Man Battle Network Legacy Collection Vol. 1,2023-04-13,"Action, RPG","PC, PlayStation 4, Nintendo Switch",0.0,,1
Treasures of the Aegean,2021-11-11,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,1
Granblue Fantasy Versus: Rising,2023-12-13,"Action, Fighting","PC, PlayStation 5, PlayStation 4",4.0,,7
Phantasy Star Online 2 New Genesis,2021-06-09,"Massively Multiplayer, RPG","PC, Xbox One, Xbox Series S/X",0.0,,5
Park Beyond,2023-06-15,"Casual, Strategy, Simulation","PC, PlayStation 5, Xbox Series S/X",0.0,,2
Famicom Detective Club: The Missing Heir,2021-05-14,Adventure,Nintendo Switch,0.0,74.0,1
Crysis Remastered Trilogy,2021-10-15,"Shooter, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
The Magnificent Trufflepigs,2021-06-02,"Indie, Adventure","PC, Nintendo Switch",2.86,66.0,6
Knight Squad 2,2021-04-14,Action,"PC, Xbox One, Nintendo Switch",0.0,,2
Danganronpa S: Ultimate Summer Camp,2021-11-04,"Adventure, Board Games","PC, Nintendo Switch",0.0,,4
KukkoroDays,2020-05-13,"Casual, Indie, Adventure","PC, Nintendo Switch",0.0,,2
LOST EPIC,2021-06-05,"Action, RPG","PC, PlayStation 5, PlayStation 4",0.0,,2
7 Days to End with You,2022-01-17,"Casual, Indie, Adventure, Simulation","PC, Nintendo Switch",0.0,,4
The Bridge Curse : Road to Salvation,2022-08-24,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Gal*Gun Returns,2021-02-12,"Shooter, Adventure, Action","PC, Xbox One, Xbox Series S/X, Nintendo Switch",0.0,68.0,2
Demon skin,2021-04-13,"Adventure, Action, RPG, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,48.0,5
Assassin's Creed Valhalla - Dawn Of Ragnarok,2022-03-10,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.42,,12
Verne: The Shape of Fantasy,2023-08-14,"Indie, Adventure","PC, Nintendo Switch, macOS",0.0,,2
Session: Skate Sim,2022-09-22,Simulation,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,4
F1 Manager 2023,2023-07-31,"Strategy, Simulation","PC, PlayStation 5, Xbox Series S/X",3.33,,6
Kona II: Brume,2023-10-17,"Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, Linux",3.7,,8
The Centennial Case: A Shijima Story,2022-05-12,Adventure,"PC, PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,2
Azure Striker Gunvolt 3,2022-10-13,"Platformer, Action","PC, Nintendo Switch",0.0,,4
Super Crush KO,2020-01-16,"Indie, Action","PC, Nintendo Switch",0.0,,3
Crymachina,2023-10-24,"Adventure, Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,4
WrestleQuest,2022-06-04,"Indie, Adventure, Action, RPG","PC, Nintendo Switch, Linux",0.0,,0
NASCAR 21: Ignition,2021-10-26,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,1
A YEAR OF SPRINGS,2021-05-14,"Casual, Indie, Simulation","PC, PlayStation 5, PlayStation 4, macOS, Linux",0.0,,4
Lost At Sea,2021-07-14,"Indie, Adventure","PC, PlayStation 5, Xbox One, Xbox Series S/X",0.0,,4
Super Destronaut: Land Wars,2020-03-10,,"Xbox One, PlayStation 4, Nintendo Switch",0.0,,3
The Lightbringer,2021-10-06,"Indie, Adventure, Action","PC, Nintendo Switch, Linux",3.43,,7
Curse of the Sea Rats,2023-04-05,"Platformer, Adventure, Action, RPG","PC, Nintendo Switch",3.3,,10
Pokémon Café Mix,2020-06-23,"Casual, Puzzle","Nintendo Switch, iOS, Android",2.67,64.0,14
Wunderling,2020-03-05,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,1
RiffTrax: The Game,2022-05-05,"Casual, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",0.0,,2
Prison Princess,2020-01-30,"Indie, Adventure, Puzzle","PC, Nintendo Switch",0.0,73.0,2
tERRORbane,2022-04-01,"Indie, Adventure, RPG","PC, Nintendo Switch",0.0,,4
Welcome to Elk,2020-09-16,Indie,"PC, Xbox One, Nintendo Switch, macOS",4.5,,6
Chef Life: A Restaurant Simulator,2023-02-23,"Strategy, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,4
Koa and the Five Pirates of Mara,2023-07-27,"Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,5
Naruto x Boruto: Ultimate Ninja Storm Connections,2023-11-17,"Adventure, Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.27,,10
Smelter,2021-04-22,"Strategy, Adventure, Action, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,74.0,1
The Jackbox Party Starter,2022-06-29,"Casual, Strategy, Indie","PC, PlayStation 5, macOS, Linux",0.0,,4
Lost Artifacts,2020-02-19,"Casual, Strategy","PC, Xbox One, PlayStation 4, Nintendo Switch, Android, macOS",0.0,,0
Pity Pit,2020-02-22,"Adventure, Action, Casual, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,1
Famicom Detective Club: The Girl Who Stands Behind,2021-05-14,Adventure,Nintendo Switch,0.0,74.0,3
Gunvolt Chronicles: Luminous Avenger iX 2,2022-01-27,Action,"PC, Nintendo Switch",0.0,,3
Street Power Football,2020-08-25,Sports,"PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,41.0,3
Dust & Neon,2023-02-16,"Adventure, Action, RPG","PC, Nintendo Switch, iOS",0.0,,3
FATAL FRAME: Mask of the Lunar Eclipse Digital Deluxe Edition,2023-03-08,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,3
Rain World: Downpour,2023-01-19,"Platformer, Adventure, Action","PC, PlayStation 4, Nintendo Switch",0.0,,4
PONG Quest,2020-05-07,"Arcade, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
TASOMACHI 黄昏ニ眠ル街,2021-02-25,"Adventure, Action","PC, Nintendo Switch",0.0,,2
EA SPORTS PGA TOUR,2023-04-04,"Simulation, Sports","PC, PlayStation 5, Xbox Series S/X",0.0,,1
Story Of Seasons: A Wonderful Life,2023-06-27,"Casual, Adventure, RPG, Simulation","PC, Nintendo Switch",0.0,,0
Trollhunters: Defenders of Arcadia,2020-09-24,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
Spirittea,2023-11-13,"Adventure, RPG, Strategy, Simulation, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",0.0,,0
Crime O'Clock,2023-07-20,"Casual, Indie, Adventure","PC, Nintendo Switch, macOS",0.0,,4
Asterix & Obelix: Slap them All!,2021-11-25,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.14,,6
Car Trader Simulator,2020-04-20,Simulation,"PC, Nintendo Switch",0.0,,0
The Good Life,2021-10-15,"Indie, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch",2.62,56.0,8
Blasphemous: Wounds of Eventide,2021-12-09,"Platformer, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.71,,7
Etrian Odyssey HD,2023-05-31,"Adventure, RPG","PC, Nintendo Switch",0.0,,0
Stray Souls,2023-10-25,"Indie, Adventure, Action","PC, PlayStation 5",0.0,,3
Open Country,2021-06-03,"Adventure, Simulation","PC, Xbox One, PlayStation 4, Xbox Series S/X",0.0,,3
Demon's Tier+,2020-06-09,RPG,"Xbox One, PlayStation 4, Nintendo Switch, PS Vita",0.0,,1
Outriders Worldslayer,2022-06-28,"Shooter, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.86,,7
Quantum Error,2023-10-31,"Shooter, Action","PlayStation 5, PlayStation 4",0.0,,2
Duck Souls+,2020-03-24,,"Xbox One, Nintendo Switch, PS Vita",0.0,,1
Kombinera,2022-04-07,"Action, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, macOS, Linux",0.0,,0
Evil Inside,2021-03-25,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,44.0,5
MARSUPILAMI - HOOBADVENTURE,2021-11-16,"Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",3.83,,6
Truck and Logistics Simulator,2020-06-23,"Casual, Strategy, Simulation","PC, Nintendo Switch",0.0,,0
Saviors of Sapphire Wings / Stranger of Sword City Revisited,2021-03-16,RPG,"PC, Nintendo Switch",0.0,80.0,0
Quake (2021),2021-08-19,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",3.89,,8
Dadish,2020-02-13,"Casual, Indie, Adventure, Action","PC, Xbox One, Nintendo Switch, iOS",4.09,,10
Project Starship X,2020-06-18,"Shooter, Adventure, Action, Casual, Arcade, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",0.0,,1
KUUKIYOMI 2: Consider It More! - New Era,2020-06-18,"Casual, Indie, Simulation","PC, PlayStation 4, Nintendo Switch",0.0,,4
Tron: Identity,2023-04-11,"Casual, Indie, Adventure","PC, Nintendo Switch, macOS",0.0,,5
Ankora: Lost Days,2022-09-15,"Adventure, Action, RPG, Casual, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Speed Limit,2021-02-16,"Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.43,,7
DEATHRUN TV,2022-06-01,Action,"PC, Nintendo Switch, macOS",0.0,,1
Dragon Quest Treasures,2022-12-09,"Casual, Action, RPG","PC, Nintendo Switch",0.0,,0
FINAL FANTASY VI Pixel Remaster,2021-07-28,RPG,"PC, PlayStation 4, Nintendo Switch, iOS, Android",4.14,,14
Disgaea 7: Vows of the Virtueless,2023-10-03,"Strategy, Adventure, Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch",0.0,,1
Radio Squid,2020-06-17,"Casual, Arcade","Xbox One, PlayStation 4, Nintendo Switch",0.0,,0
The Bard's Tale ARPG: Remastered and Resnarkled,2020-06-17,,"Xbox One, Nintendo Switch",0.0,,0
Voice of Cards: The Beasts of Burden,2022-09-13,RPG,"PC, PlayStation 4, Nintendo Switch",0.0,,2
Star Trek Prodigy: Supernova,2022-10-14,"Adventure, Action","PC, PlayStation 4, Nintendo Switch",0.0,,4
Quake II: Enhanced Edition,2023-08-10,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.43,,7
Under Night In-Birth Exe:Late[cl-r],2020-02-20,,"PlayStation 4, Nintendo Switch",0.0,,2
Garfield Lasagna Party,2022-11-10,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",0.0,,1
Reverie Knights Tactics,2022-01-25,"Indie, Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",0.0,,4
Dull Grey,2021-05-05,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch, PS Vita",0.0,,5
Curved Space,2021-06-29,"Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,2
Big Dipper,2020-07-27,"Indie, Simulation","PC, PlayStation 4, Nintendo Switch, macOS, Linux, PS Vita",0.0,,3
Mercenaries Blaze,2021-06-10,"Strategy, RPG","PC, PlayStation 4, Nintendo Switch",0.0,,0
Immortals Fenyx Rising - Myths of the Eastern Realm,2021-03-25,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,5
